id,trigger,conditions,script,text,options,notes
gaPZDiktatEncounterNoZig2,DialogOptionSelected,$option == gaPZ_diktatEncounterNoZig2,,"딕타트 $rank의 턱이 굳어집니다.""당연히 알죠,"" $heOrShe가 내뱉습니다. ""하지만 만약 있다면, 우리는 철저한 정선·검사를 수행할 권리가 있고, 심지어 탑승해서—"" $heOrShe가 이 말들의 무력함을 깨달으며 흐지부지됩니다.""우리가 지켜보고 있습니다. 면밀하게. 이제 가세요, 함장님.""",cutCommLinkNoText:계속,
gaPZDiktatEncounterOnlyZig2,DialogOptionSelected,$option == gaPZ_diktatEncounterOnlyZig2,,"딕타트 $post의 얼굴에 땀방울이 흘러내립니다 $hisOrHer 눈이 분명히 다른 화면의 결과를 보고 있습니다. ""... 네, 좋습니다, 좋아요. 우주선이 성간 상업에 승인되었는지 확인하는 데 필요한 모든 것이 있습니다. 가셔도 됩니다, 함장님. 신드리아에 승리를!""",cutCommLinkNoText:계속,
gaPZ_diktatCom,DialogOptionSelected,$option == gaPZ_diktatCom,,"""이것은 전적으로 필요한 일입니다,"" $rank가 말합니다. ""당신은 최고 집행관 안드라다에게 충성을 맹세했습니다. 지금 그의 의지에 복종함으로써 그 충성을 증명하세요.""딕타트 장교의 어조가 약간 부드러워집니다, ""함장님, 이것이 큰 성과를 내려놓는 것처럼 느껴지리라는 것을 이해합니다—""","gaPZ_diktatComAccept:수락gaPZ_diktatComRefuse:거부gaPZ_diktatComComp:""보상은 어떻게 되나요?""",
gaPZ_diktatComRefuse,DialogOptionSelected,$option == gaPZ_diktatComRefuse,Commission resign,"딕타트 $rank의 어조가 얼음처럼 차가워집니다. ""거부는 배신입니다. 즉시 효력으로 당신의 위임을 취소합니다. 당신의 피는 사자의 이름으로 흘릴 가치도 없는 반역자의 것입니다.""""마지막으로 한 번 더 기회를 드리겠습니다. 보유한 모든 것이 몰수될 수 있음을 한 번 더 받아들이세요""",gaPZ_diktatComAcceptAfterRefuse:수락,
gaPZ_diktatComRefuseAgain,DialogOptionSelected,$option == gaPZ_diktatComRefuseAgain,MakeOtherFleetImportant gaPZ false,"""그렇게 하죠."" 딕타트 $rank가 등을 돌리며 외칩니다, ""이 반역자의 죽음이 여러분 모두에게 교훈이 되게 하라!""통신이 끊기며 신드리아 딕타트의 문장만 남습니다. 전술 담당관의 콘솔에 빨간 경보가 켜집니다.",cutCommLinkNoText:계속,
gaPZ_diktatComComp,DialogOptionSelected,$option == gaPZ_diktatComComp,Commission resign,"딕타트 $rank의 어조가 얼음처럼 차가워집니다. ""의무를 이행하는 대가로 크레딧을 요구하는 겁니까? 한심합니다.""""즉시 효력으로 당신의 위임을 취소합니다. 당신의 피는 사자의 이름으로 흘릴 가치도 없는 반역자의 것입니다.""""마지막으로 한 번 더 기회를 드리겠습니다. 수락하세요""",gaPZ_diktatComAcceptAfterRefuse:수락,
gaPZ_diktatDefend,DialogOptionSelected,$option == gaPZ_diktatDefend,,"""신드리아의 사자가 내린 명령을 거부하는 겁니까?"" 딕타트 $rank가 차갑게 당신을 바라봅니다. ""불복종은 죽음입니다.""""제 기함에 지휘 프로토콜을 이전하세요,"" $HeOrShe가 다시 요구합니다.","gaPZ_diktatDisobedience:""그렇다면 죽음으로.""gaPZ_diktatHub:""이에 대해 이야기해봅시다.""",
gaPZ_diktatDisobedience,DialogOptionSelected,$option == gaPZ_diktatDisobedience,MakeOtherFleetImportant gaPZ false,"""당신은 선동가이자 테러리스트입니다,"" $rank가 선언합니다. ""최고 집행관 제독 안드라다의 명령에 불복종했으므로, 사형을 선고합니다! 살아남을 가능성이 없습니다. 마지막 순간을 소중히 하십시오.""통신이 끊기며 신드리아 딕타트의 문장만 남습니다. 전술 담당관의 콘솔에 빨간 경보가 켜집니다.",cutCommLinkNoText:계속,
gaPZ_diktatVanish,DialogOptionSelected,$option == gaPZ_diktatVanish,,"지구라트급 함선에게 위상 공간으로 전환하라고 명령합니다, 미립자 유도 장치가 영향을 미치는 어떤 이상한 원리를 통해 초과 피동 플럭스를 초차원으로 배출합니다.그런 기동은 생명유지 장치를 포함한 대부분의 시스템을 겨우 생존 가능한 최소 수준으로만 운용해야 하므로 전투 외에서만 가능합니다.",gaPZ_diktatVanish1:어느 함선을 항복시키라는 건지 다시 물어보기,
gaPZ_diktatVanish1,DialogOptionSelected,$option == gaPZ_diktatVanish1,,"딕타트 $rank의 얼굴에 짜증과 당혹감이 교차합니다.$HeOrShe가 팔짱을 끼며 말합니다, ""우리 군 정보부는 위상 역량을 잘 알고 있습니다, 함장님. 그 함선을 위상 공간에서 꺼내 지휘권 코드를 넘기세요. 즉시!""$HeOrShe가 심호흡을 하고 더 낮은 목소리로 말합니다, ""우리가""",gaPZ_diktatVanish2:버티기,
gaPZ_diktatVanish2,DialogOptionSelected,$option == gaPZ_diktatVanish2,,"딕타트 $rank는 맞기도 하고 틀리기도 합니다. 지구라트급은 이렇게 영원히 위상 공간에 있을 수는 없습니다. 하지만 꽤 오래 버틸 수 있고, 대부분의 위상 선체보다 훨씬 더 오래. 그리고 당신은 딕타트 $rank가 그 역량의 범위에 대해 거의 모른다는 것을 알고 있습니다.거의 한 시간이 지나자, 딕타트 $rank가 다시","gaPZ_diktatVanish3:""이제 끝난 건가요?""",
gaPZ_diktatComp,DialogOptionSelected,$option == gaPZ_diktatComp,,"딕타트 $rank의 어조가 차가워집니다. ""명령에 따르는 대가로 크레딧을 요구하는 겁니까? 한심합니다. 그리고 신드리아의 사자의 빛을 벗어난 타락한 이른바 문명에서 완전히 예상된 일이군요.""""보상은 없습니다. 마지막으로 살아남을 기회: 당신이 보유한 모든 것이 몰수될 수 있음을 한 번 더 받아들이세요""",gaPZ_diktatSurrender:수락,
gaPZ_cottonNoShake,DialogOptionSelected,$option == gaPZ_cottonNoShake,FireBest GAPZCottonShakeCont,"그가 악수하지 않은 손으로 어깨를 으쓱하며 미소를 유지합니다, ""원하시는 대로 하세요. 우리 사이에 무슨 피가 흘렀든, 친절하게 대하는 것이 해가 된 적은 없으니까요."" 그가 가져가지 않은 손으로 가리키며 말합니다, ""루드도 그 말을 한 번 했다고 하지요, 축복이 함께하기를.""",,
gaPZ_cottonCont2,DialogOptionSelected,$option == gaPZ_cottonCont2,,"코튼 형제가 일어서며 당신을 위해 다른 접이식 의자를 꺼냅니다. ""좋은 친구가 재배한 훌륭한 차를 가져왔습니다. 앉아서 한 잔 나누시겠습니까?""그가 멈추며 당신의 망설임을 알아챕니다. ""앉으세요. 당신은 이 소박한 곳의 손님이십니다. 그리고 손님을 독살하는 것은 무례한 일이죠,"" 그가",gaPZ_cottonSit:앉아서 마시기,
gaPZ_cottonCont3A,GAPZCottonSelCont2,$cottonOption == warning,,"""경고입니다. 네, 경고입니다.",gaPZ_cottonCont3:계속,
gaPZ_cottonCont3B,GAPZCottonSelCont2,$cottonOption == what,,"""눈뿐만 아니라 마음도 열어주시기를 부탁드립니다."" 그가 자신의 가슴에 주먹을 올리며, ""알고 있습니다, 달콤한 말이지만, 루드는 우리의 영혼이 구름 사이로 빛날 수 있도록 말에 진실되라고 가르쳤습니다.""",gaPZ_cottonCont3:계속,
gaPZ_cottonCont3C,GAPZCottonSelCont2,$cottonOption == threat,,"""협박이요? 아니요, 함장님. 경고입니다.""",gaPZ_cottonCont3:계속,
gaPZ_cottonCont3,DialogOptionSelected,$option == gaPZ_cottonCont3,,"""당신의 영혼이 걱정됩니다, 함장님. 말세가 다가오고, 각자가 어디서 지도를 찾을지는 각자에게 달려 있습니다. 마몬의 구덩이로, 황금과 공허한 권력의 약속으로 갈 것인지요? 당신은 $shipOrFleet에 몰로크의 나무 열매를 싣고 있습니다, 함장님. 그 씨앗에서 무엇이 자라날지 궁금합니다. 그리고""",gaPZ_cottonCont4:계속,
gaPZ_cottonCont4,DialogOptionSelected,$option == gaPZ_cottonCont4,$player.heardCottonsTellingOfProphecy = true,"그가 찻잔을 내려놓고 목소리가 높아집니다. 그가 한때 거리 설교자였다는 것을 깨닫게 됩니다, 그리고 분명히 잘했을 것입니다.""바다가 산산조각 나 피와 섞여 하늘에 걸릴 것이다. 메뚜기들이 적의 신전에서 부화할 것이다. 재앙의 운반자가 빈 문을 통해 발을 내딛을 것이다. 그리고,"" 그가","gaPZ_cottonConvert:""저를 패스교로 개종시키려는 건가요?""gaPZ_cottonPoint:""요점이 뭔가요?""gaPZ_cottonSomething:""말씀하시는 것에 뭔가 있는 것 같습니다.""",
gaPZ_cottonConvert,DialogOptionSelected,$option == gaPZ_cottonConvert,FireBest GAPZCottonSelCont3,"코튼 형제가 얼굴을 찡그립니다, ""기도했던 것만큼 잘하지 못하고 있는 것 같습니다. 완전히 솔직하게 말씀드리겠습니다, $playerName 함장님.""",,
gaPZ_cottonPoint,DialogOptionSelected,$option == gaPZ_cottonPoint,FireBest GAPZCottonSelCont3,"코튼 형제가 얼굴을 찡그립니다, ""기도했던 것만큼 잘하지 못하고 있는 것 같습니다. 완전히 솔직하게 말씀드리겠습니다, $playerName 함장님.""",,
gaPZ_cottonSomething,DialogOptionSelected,$option == gaPZ_cottonSomething,FireBest GAPZCottonSelCont3,"코튼 형제가 안도하는 것처럼 보입니다, ""그렇다면 이해하기 시작하신 겁니다. 루드의 빛으로..."" 그가 위를 바라보며 혼자서 뭔가를 속삭입니다. 그런 다음 당신을 다시 바라봅니다. ""지금 들어주세요.""",,
gaPZ_cottonThink,DialogOptionSelected,$option == gaPZ_cottonThink,FireBest GAPZCottonSelCont4,"그의 눈이 열리며, 시선이 당신에게 고정됩니다. ""말씀은 길이요, 길은 빛입니다. 길이 보이면, 생각하거나 의심할 필요가 없습니다. 그냥... 다음 발걸음을 내딛으세요.""",,
gaPZ_cottonLight,DialogOptionSelected,$option == gaPZ_cottonLight,,"그의 눈이 열립니다, ""배워야 합니다, 친구여.""그가 작은 루드의 책을 꺼내 의도적으로 당신의 손에 올려놓고 두드립니다. ""말씀은 길이요, 길은 빛입니다. 보이면, 의문은 필요 없습니다.""",,
gaPZ_cottonComplexity,DialogOptionSelected,$option == gaPZ_cottonComplexity,FireBest GAPZCottonSelCont4,"그의 눈이 열립니다, ""신앙은 그런 의심들을 단순화합니다. 당신의 '복잡함'은... 이 모든 것의 속삭이는 악마입니다,"" 그의 팔이 뻗어 섹터 전체를 아우르듯 휩니다, ""몰로크와 마몬이 만든 세상! 그것이 당신의 어깨 위에, 트라이패드 안에, 사이버링크 안에 앉아 불확실성을 속삭입니다""",,
gaPZ_cottonTrust,DialogOptionSelected,$option == gaPZ_cottonTrust,FireBest GAPZCottonSelCont4,"그의 눈이 열리며, 시선이 당신에게 고정됩니다. ""말씀은 길이요, 길은 빛입니다. 다음 발걸음을 내딛으세요. 신앙이 있다면, 알게 될 것입니다.""",,
gaPZ_cottonCont5,DialogOptionSelected,$option == gaPZ_cottonCont5,,"이제 코튼 형제에게서 에너지가 빠져나가는 것 같고, 그가 반쯤 절을 하며 슬픈 듯 보입니다, ""이제 가야 할 것 같습니다, $playerName 함장님, 지역 경비대가 깨어나기 전에요.""""시간 내주셔서 감사합니다, 우리 길이 다시 만날 때까지. 빛을 선택하세요.""그리고 그가 뒷문으로 빠져나갑니다.",gaPZ_cottonTeacup:지역 보안대와 DNA 대조를 위해 그의 찻잔 가져가기,
gaPZ_cottonTeacup2,DialogOptionSelected,$option == gaPZ_cottonTeacup2,,"코튼 형제의 찻잔이 기지 주임의 책상 위 투명 알루미늄 증거 보관함 안에 고요히 놓여 있습니다. DNA 분석 결과가 옆의 트라이패드에 고발하듯 빛납니다.""저는—"", 기지 주임이 침을 삼키고, 잠시 멈추다가 다시 말합니다, ""이건 비밀로 해주세요. 우리의... 조사는""",gaPZ_cottonLeaveCont:바로 돌아가기,
gaPZ_cottonReturnToBar,DialogOptionSelected,$option == gaPZ_cottonLeave,,바로 돌아갑니다.,gaPZ_cottonLeaveCont:계속,
gaATGIntroWrap2,DialogOptionSelected,$option == gaATG_introWrap2,,"You understand well enough by now that this is your cue to leave, and on cue you feel the doors open behind you. The mirror-masked guard awaits.",gaATG_introWrap3:떠나기,
gaATGmeetCottonEnd2,DialogOptionSelected,$option == gaATG_meetCottonEnd2,,"Brother Cotton stands, ""I cannot say whether it is a choir of angels or a host of demons,"" he says. ""I fear not pain, death, or judgment. But I do fear to stray from the Path.""He adjusts his coat; one of his minions opens the door, and the clink and murmur of the teahouse returns.""My people have already brought the abomination to your shuttle,"" and as if on cue you feel an urgent buzz from your comms.""Go there now, with Ludd's peace,"" he says.",gaATG_meetCottonEnd3:떠나기,
gaATGbairdEndingHubOptLeave,GAATGBairdEndingHubOptions,,,,gaATG_conclusion:떠나기,
gaATGconclusion,DialogOptionSelected,$option == gaATG_conclusion,,"The heavy wooden doors give at your touch, and you step through, surprising the guards in mirror-faced helmets. The waiting room of courtiers eyes you spitefully. What business does some upstart rocket jockey have that's more important than securing their legacy?* * *You step through the airlock doors into the shuttle bay, the very stars at your fingertips.",defaultLeave:떠나기,# Player gets Janus Device - must re-install it to use Gates.
asebHowAboutAMission,DialogOptionSelected,$option == gaTTB_howAbout,,"""Oh no, that's quite impossible. I mean, she's ah- that is, I literally can't give you anything until the provost enables your contract code again."" Sebestyen holds up his datapad which practically glows with a string of bright DENIED codes. ""See?""""So. Um. A landing slot has been cleared for whenever you're ready.""",cutCommLink:떠나기,
gaDADerelictTakeInPirate,DialogOptionSelected,$option == gaDA_takePirateIn,AddCommodity crew 1,,gaDA_returnPirateCont:떠나기,
gaTJPlanetContactHaveTJ,DialogOptionSelected,$option == gaTJ_haveTJ,,"""You... what?"" $gaTJ_researcherName looks at you, confused. ""I've heard rumors. Just spacers' stories, I thought. There's no way you could tune the hyperdrive field that accurately on manual control. And if you made one mistake..."" $gaTJ_HeOrShe shakes $gaTJ_hisOrHer head, forlorn in the conclusion that $gaTJ_heOrShe has been rescued by a captain whose primary reactor is missing some shielding.You take the datachip from $gaTJ_researcherName's trembling hand. Provost Baird wants this thing, so she'll get it. You order the academician to be seen to quarters - and watched - as you return to the bridge to decide whether to Transverse Jump directly to hyperspace or deal with the incoming mercs the old-fashioned way.",defaultLeave:떠나기,
soeDuelNo,DialogOptionSelected,$option == soe_duelNo,,"""Then you prove that you don't belong here among us,"" Cardona sneers.""You've the thin frontier blood of thieves and failures. Crawl away now, barbarian, and be thankful the Hegemony came to save your kind when you proved unable to rule yourself.""","soe_duelAccept:""On second thought, I accept.""soe_duelNoLeave1:""Your crude tradition proves nothing. Good-bye."" soe_duelWhoBarbarian:""Barbarian? You're the one threatening guests with oversized cutlery.""soe_duelNoLeave2:떠나기",
soeDuelPrepLeaveWontHold,DialogOptionSelected,$option == soe_duelPrepLeaveWontHold,,"She nods, accepting your words, her face still grim. ""Until a better time, captain."" She turns away before you can reply, heading toward the manor complex.",soe_duelPrepLeaveEnd:떠나기,
soeDuelPrepLeaveBravado,DialogOptionSelected,$option == soe_duelPrepLeaveBravado,,"""No, I suppose not,"" she says, the start of a smile on her face. ""Until a better time, captain,"" she says then turns away before you can reply, heading toward the manor complex.",soe_duelPrepLeaveEnd:떠나기,
soeFightWinBravado,DialogOptionSelected,$option == soe_fightWinBravado,,"Her brow furrows. ""And your friends, I suppose,"" she says, and turns away.She starts back toward the manor complex before you can reply.",soe_fightWinPrevail:떠나기,
soeFightWinNeverAgain,DialogOptionSelected,$option == soe_fightWinNeverAgain,,"She nods toward the distant storm clouds, thoughtful, ""I can't say I blame you. Perhaps we shall meet again in a more... civilized context.""With that, she turns away and heads toward the manor complex.",soe_fightWinPrevail:떠나기,
soeFightLoseWontHold,DialogOptionSelected,$option == soe_fightLoseWontHold,,"She nods grimly, accepting your words.""Until a better time, captain."" She turns away before you can reply, heading toward the manor complex.",soe_fightLoseLeave:떠나기,
soeFightLoseBravado,DialogOptionSelected,$option == soe_fightLoseBravado,,"Her brow furrows. ""At the academy we were taught to avoid battle on terms set by the enemy."" She looks like she might say more, but decides against it. With a shake of her head she turns away before you can respond, heading back toward the manor complex.",soe_fightLoseLeave:떠나기,"# translation: ""you idiot"""
extr_barStoryOptionHubA,extrBarStoryOptionHub,,,,extr_continue2:떠나기,
LOCRLFhubLeaveThemMission,LOCRLhub,$saidBringNewsMission,"SetShortcut locrlf_justLeave ""ESCAPE""",,cutCommLinkNoText:떠나기 them for the Church to deal with.,
rsomRaidOptions,rsomPlanetInteraction,!$global.rsom_raidedOutpost,,,"mktRaidNonMarket:Make preparations for a raidrsom_getAvoidCombat:Talk your way in, and out, of the secret outpostdefaultLeave:떠나기",
ZGRstartPitch0OMKIout,DialogOptionSelected,$option == zgr_makePitch0OKMIout,$askedAboutOMKIalready = true 0,"그녀가 잠시 멈추며, 눈이 검게 변합니다.""곧 제 제안을 드리겠습니다. 먼저, 우리 파트너십의 윤곽을 좀 더 설명하겠습니다.""","zgr_makePitch1:""듣고 있습니다.""",
ZGRstartPitch1,DialogOptionSelected,$option == zgr_makePitch1,$doingPitch = true 0,"""제 직함은 아실 것입니다. 저는 회사의 잉여 자본 일부를 우리가 '흑천 프로젝트'라고 부르는 것에 투자합니다.""",zgr_makePitch1b:계속,
ZGRstartPitch1b,DialogOptionSelected,$option == zgr_makePitch1b,,"""저 바깥에는 상상할 수 없는 가능성들이 있습니다."" 그녀가 팔을 들어 손을 뻗고, 손가락이 거대한 집무실의 어둡고 먼 구석으로 뻗어나가는 광선처럼 펼쳐집니다.불빛이 약간 어두워지는 것이 느껴집니다— 그녀의 사이버 임플란트가 촉발한 극적인 효과일 것입니다, 아마도",zgr_makePitch2:계속,
ZGRstartPitch2optsA,DialogOptionSelected,$option == zgr_makePitch2opts,,,"zgr_makePitch3a:""수익이라고 하셨죠. 상당한 크레딧이 될 것 같군요.""zgr_makePitch3b:""탐험과 신기술은 제 관심사이기도 합니다.""zgr_makePitch3c:""위험하군요.""",
ZGRstartPitch3z,DialogOptionSelected,$option == zgr_makePitch3z,,"그녀의 머리가 약간 움찔합니다.""후회라고요,"" 그녀가 말합니다.","zgr_makePitch3zA:""그들은 훨씬 강한 표현을 썼습니다.""zgr_makePitch3zB:""그들은 좋지 않은 결말을 맞았습니다. 그런 결말은 피하고 싶습니다.""",
ZGRstartPitch3zA,DialogOptionSelected,$option == zgr_makePitch3zA,,"""알겠습니다,"" 그녀가 말합니다.""당신이 그들을 발견했군요. 심연에서요. 그리고 살아 돌아왔습니다."" 이사가 잠시 멈춥니다. ""이것이 단순히 작전에 대한 당신의 적합성을 증명할 뿐입니다.""","zgr_makePitch4z:""그렇게 볼 수도 있겠죠.""zgr_makePitch3c:""저 바깥은 위험합니다. 매우 위험하죠.""",
ZGRstartPitch3zB,DialogOptionSelected,$option == zgr_makePitch3zB,,"""분명히 그러셨겠죠,"" 그녀가 말합니다.""이것이 단순히 작전에 대한 당신의 적합성을 증명할 뿐입니다.""","zgr_makePitch4z:""그렇게 볼 수도 있겠죠.""zgr_makePitch3c:""저 바깥은 위험합니다. 매우 위험하죠.""",
ZGRstartPitch3a,DialogOptionSelected,$option == zgr_makePitch3a,$player.ethosMercenary++,"""그렇습니다,"" 그녀가 보석 같은 이를 드러내며 미소 짓습니다. ""그리고 당신이 몫을 받을 수 있도록 하겠습니다.""",zgr_makePitch4:계속,
ZGRstartPitch3b,DialogOptionSelected,$option == zgr_makePitch3b,$player.ethosKnowledge++,"""그렇다면 우리는 잘 협력할 것 같군요,"" 그녀가 말합니다.",zgr_makePitch4:계속,
ZGRstartPitch3c,DialogOptionSelected,$option == zgr_makePitch3c,,"""네. 두렵습니까?"" 그녀가 묻습니다.","zgr_makePitch3cNo:""아니요.""zgr_makePitch3cNoLie:""아니요."" (거짓말)zgr_makePitch3cFool:""네. 저 바깥에 있는 것을 두려워하지 않는다면 바보겠죠.""zgr_makePitch3cComp:""그 위험을 감수하는 것에 대한 보상이 있을 것으로 기대합니다.""",
ZGRstartPitch3cNo,DialogOptionSelected,$option == zgr_makePitch3cNo,$player.ethosCocky++,"그녀가 잠시 멈추며, 당신의 용기에 아무런 외적 반응을 보이지 않습니다.""알겠습니다,"" 그녀가 마침내 인정합니다.",zgr_makePitch4:계속,
ZGRstartPitch3cNoLie,DialogOptionSelected,$option == zgr_makePitch3cNoLie,$player.ethosLiar++,"그녀가 잠시 멈추며, 당신의 허세에 아무런 외적 반응을 보이지 않습니다.""알겠습니다,"" 그녀가 마침내 인정합니다.",zgr_makePitch4:계속,
ZGRstartPitch3cFool,DialogOptionSelected,$option == zgr_makePitch3cFool,$player.ethosTruth++,"""알겠습니다,"" 그녀가 잠시 후 말합니다.""당신의 경영적 판단력이 그러한 감정에 의해 손상되는 것이 아니라 절제되기를 믿겠습니다.""",zgr_makePitch4:계속,
ZGRstartPitch3cComp,DialogOptionSelected,$option == zgr_makePitch3cComp,$player.ethosMercenary++,"""물론이죠,"" 그녀가 목소리에 약간의 흥미를 담아 말합니다.",zgr_makePitch4:계속,
ZGRstartPitch4b,DialogOptionSelected,$option == zgr_makePitch4b,,"""하지만 심연이 우리의 초공간 기술에 적대적이라는 것은 사실입니다. 바로 그렇기 때문에 그것이 품고 있는 비밀들이 더욱 수익성 있는 파괴력을 가질 수 있습니다.""그녀가 다시 당신을 정면으로 바라보며 말합니다. ""거기 가주기를 바랍니다. 데이터가 있는데... 그""","zgr_makePitch5:""정확히 무엇을 찾는지 말씀 안 하셨습니다. 인양인가요?""",
ZGRstartPitch5,DialogOptionSelected,$option == zgr_makePitch5,,"""정확히는 아닙니다,"" 그녀가 자기만족의 미소를 지으며 말합니다. ""더 가치 있는 것입니다.""","zgr_makePitch6a:""AI 전쟁 함대의 잔해에 관한 건가요?""zgr_makePitch6b:""외계인인가요?""zgr_makePitch6c:""네, 하지만 무엇인지는 아직 말씀 안 하셨습니다.""",
ZGRstartPitch7,DialogOptionSelected,$option == zgr_makePitch7,,"자신의 격려가 불충분함을 느끼며 다시 시작합니다: ""그것이 무엇이냐 하면, 오래된 것입니다. 초기 도메인. 페르시안 변방 이전이지만, 일부가... 여기 어딘가에 있다고 믿을 이유가 있습니다. 그것이 우리를 따라온 것인지 우리가 그것을 따라온 것인지. 그게 무엇이든, 어디에 있든""",zgr_makePitch8:계속,
ZGRstartPitch8,DialogOptionSelected,$option == zgr_makePitch8,FireAll ZGRstartPitch8opts,"""정확히는 아닙니다,"" 그녀가 자기만족의 미소를 지으며 말합니다. ""더 가치 있는 것입니다.""",,
ZGRstartPitch8OMKIbuy,ZGRstartPitch8opts,$global.foundOneslaught,,,"zgr_makePitch9OMKIbuy:""...온슬로트 Mk.I를 저한테서 사고 싶으신 건가요?""",
ZGRstartPitch9both3,DialogOptionSelected,$option == zgr_makePitch9both3,,꼬박 2초 동안 그녀의 눈이 감기며 빠르게 움직입니다.,,
ZGRstartPitch9threat,DialogOptionSelected,$option == zgr_makePitch9threat,"Highlight  ""100,000""","그녀가 눈을 깜빡입니다. 처음으로 눈에 생기가 도는 것 같습니다.""살아서 말씀해 주시는군요,"" 그녀가 겉으로는 침착하게 말합니다. 하지만 당신이 이사에게 인상을 남겼다는 것이 느껴집니다, 그녀가 잠시 당신의 말을 고려하는 것이 보이니까요.""그 기록을 양도하실 의향이""","zgr_makePitch9threat2:""수락합니다.""zgr_makePitch9No:""다음 기회에요.""",
ZGRstartPitch9dweller,DialogOptionSelected,$option == zgr_makePitch9dweller,"Highlight ""100,000""","그녀가 눈을 깜빡입니다. 처음으로 눈에 생기가 도는 것 같습니다.""그건... 우리가 파악하고 있는 것과 딱 맞아 떨어지지는 않습니다. 그 존재들과의... 만남에 대한 기록을 양도하실 의향이 있나요? 즉시 이체로 10만 크레딧을 드리겠습니다""","zgr_makePitch9dweller2:""수락합니다.""zgr_makePitch9No:""다음 기회에요.""",
ZGRstartPitch9No,DialogOptionSelected,$option == zgr_makePitch9No,,"""다음 기회에,"" 그녀가 차갑게 말합니다, '아마도 없다'는 의미로.""그리고 실망스럽군요. 당신의 데이터를 우리 기준선과 비교하면 유용할 것입니다. 제가 설명한 유형의 표본 확보에 대한 저의 관심— 재정적 관심—을 강조해야겠군요.""","zgr_makePitch11:""'비교'라고 하셨습니다. 저보다 먼저 다른 탐험대가 있었나요?""",
ZGRstartPitch9lie,DialogOptionSelected,$option == zgr_makePitch9lie,,"그녀가 눈을 깜빡입니다, 처음으로 눈에 생기가 도는 것 같습니다. 그리고 눈이 약간 가늘어집니다.""물론이죠,"" 그녀가 말합니다. ""하지만 그러실 때, 왜 섹터의 다른 누구도 이 '위협'을 진지하게 다룰 준비가 되어 있지 않은지 금방 깨달으실 것입니다.""","zgr_makePitch11:""'그러실 때'라고 하셨습니다. 저보다 먼저 다른 탐험대가 있었나요?""",
ZGRstartPitch10,DialogOptionSelected,$option == zgr_makePitch10,,"""탐험에 비용을 아끼지 마십시오. 예상보다 더 많은 연료와 물자를 가져가세요, 그렇지 않으면— 뭐, 신경 쓰지 마세요. 당신은 승자이고, 우리는 승자에게 베팅합니다.""","zgr_makePitch11:""누구처럼요? 저보다 먼저 다른 탐험대가 있었나요?""",
ZGRstartPitch11,DialogOptionSelected,$option == zgr_makePitch11,,"""'또 다른 탐험대가 있었나요...'"" 그녀가 당신의 말을 되풉니다.""수십 개! 빈손으로 돌아온 것도 있고, 아예 돌아오지 않은 것도 있습니다. 그 사실을 숨기지 않겠습니다. 어쩌면 그들을 찾으실 수도 있겠죠, 하지만 트라이-태키온 사를 위해 구조 활동을 할 의무는 느끼지 않으셔도 됩니다""",zgr_makePitch12:계속,
ZGRstartPitchEndRewardInfo,ZGRdealWrapOpts,!$saidReward,,,"zgr_pitchRewardInfo:""구체적으로 얼마를 지불하실 건가요?""",
ZGRstartPitchEndRequestFuel,ZGRdealWrapOpts,!$gotFuel,,,"zgr_pitchRequestFuel:""연료가 필요합니다. 대량의 연료요. 그리고 운반할 유조선도요.""",
ZGRstartPitchEndRequestSup,ZGRdealWrapOpts,!$gotSupplies,,,"zgr_pitchRequestSupplies:""물자가 필요합니다. 그리고 운반할 화물선도요.""",
ZGRstartPitchEndOutroOpt,ZGRdealWrapOpts,,,,"zgr_pitchOutro1:""협의가 이루어진 것 같습니다.""",
ZGRstartPitchEndOutroOptB,ZGRdealWrapOpts,,,,"zgr_pitchOutro1b:""제안을 고려해보겠습니다.""",
sdBarRaidBeatingTreatment,DialogOptionSelected,$option == sdbr_beatingTreatment,,"It would almost be more reassuring to feel the pain. Without it, you feel empty. And tired.With the help of your guards, you slowly make your way back to your ship.",sdbr_end2:떠나기,
sdBarRaidBeatingRevenge,DialogOptionSelected,$option == sdbr_beatingRevenge,$player.sworeRevengeOnRam = true,"You focus on the INTSEC officer's face, using your physical pain to sear it into your memory. One day, you swear, he will receive justice.",sdbr_end2:떠나기,
sdBarRaidBeatingHadItComing,DialogOptionSelected,$option == sdbr_beatingHadItComing,$player.acceptedRamBeating = true,"You reflect that this is simply how power works. When challenged, it must prove itself or the illusion evaporates.",sdbr_end2:떠나기,
sdBarRaidEnd,DialogOptionSelected,$option == sdbr_end1,EndConversation DO_NOT_FIRE,"The INTSEC officer gives a small nod to the guards, then moves on with arbitrary authority to the next spacer captain, who is given a similar treatment.Apparently this means you're free to go. There will be no more business to be done at this bar for the rest of the shift. Even the corridors outside are strangely quiet, the populace recognizing the tell of a crackdown.",sdbr_end2:떠나기,
sdtuUmbraRaidFinishedB,SDTUUmbraRaidFinishedB,,,"Your marine squads withdraw, leaving broken bulkheads, blaring alarms, and sporadic return-fire. The Umbran militia forces are still mobilizing and the port only now going into lockdown as the last marine shuttle lifts, jets kicking up volatile snow and dust to mix with leaking colonial atmo.The double-agent is in the brig, attended to by medics. Broken bones, and lesser injuries. Par for the course.",defaultLeave:떠나기,
